                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 0.2546,                0.98947,                0.99994,                 2.6998,                0.00835,                0.00835,                0.00835
                     52,                  0.259,                 0.9897,                0.99994,                 2.6996,               0.008317,               0.008317,               0.008317
                     53,                0.24588,                 0.9897,                0.99994,                 2.6994,               0.008284,               0.008284,               0.008284
                     54,                0.24971,                0.98976,                0.99994,                 2.6994,               0.008251,               0.008251,               0.008251
                     55,                0.25172,                0.98981,                0.99994,                 2.6994,               0.008218,               0.008218,               0.008218
                     56,                0.24984,                 0.9897,                0.99994,                 2.6996,               0.008185,               0.008185,               0.008185
                     57,                0.25029,                0.98987,                0.99994,                 2.6996,               0.008152,               0.008152,               0.008152
                     58,                0.24853,                0.98998,                0.99994,                 2.6994,               0.008119,               0.008119,               0.008119
                     59,                0.24603,                0.99004,                0.99994,                 2.6993,               0.008086,               0.008086,               0.008086
                     60,                0.25263,                0.98993,                0.99994,                 2.6993,               0.008053,               0.008053,               0.008053
                     61,                0.24758,                0.98981,                0.99994,                 2.6995,                0.00802,                0.00802,                0.00802
                     62,                0.25077,                0.99021,                0.99994,                 2.6994,               0.007987,               0.007987,               0.007987
                     63,                0.24419,                0.99021,                0.99994,                 2.6993,               0.007954,               0.007954,               0.007954
                     64,                0.24366,                0.99033,                0.99994,                  2.699,               0.007921,               0.007921,               0.007921
                     65,                0.24685,                 0.9901,                0.99994,                 2.6989,               0.007888,               0.007888,               0.007888
                     66,                0.24004,                0.99015,                0.99989,                 2.6989,               0.007855,               0.007855,               0.007855
                     67,                0.24127,                0.99021,                0.99989,                 2.6987,               0.007822,               0.007822,               0.007822
                     68,                 0.2439,                0.99033,                0.99989,                 2.6987,               0.007789,               0.007789,               0.007789
                     69,                0.23912,                0.98998,                0.99989,                 2.6987,               0.007756,               0.007756,               0.007756
                     70,                0.24004,                0.98981,                0.99994,                  2.699,               0.007723,               0.007723,               0.007723
                     71,                0.23821,                0.98987,                0.99994,                 2.6987,                0.00769,                0.00769,                0.00769
                     72,                0.24112,                0.98976,                0.99994,                 2.6987,               0.007657,               0.007657,               0.007657
                     73,                0.24082,                0.98947,                0.99994,                 2.6986,               0.007624,               0.007624,               0.007624
                     74,                0.24294,                 0.9897,                0.99994,                 2.6985,               0.007591,               0.007591,               0.007591
                     75,                0.23661,                 0.9897,                0.99994,                 2.6984,               0.007558,               0.007558,               0.007558
                     76,                0.23234,                0.98998,                0.99994,                 2.6984,               0.007525,               0.007525,               0.007525
                     77,                0.23104,                0.99004,                0.99994,                 2.6982,               0.007492,               0.007492,               0.007492
                     78,                0.23488,                0.99015,                0.99994,                 2.6981,               0.007459,               0.007459,               0.007459
                     79,                0.22981,                0.99015,                0.99994,                 2.6981,               0.007426,               0.007426,               0.007426
                     80,                0.23216,                 0.9901,                0.99994,                 2.6979,               0.007393,               0.007393,               0.007393
                     81,                0.23302,                0.99015,                0.99994,                 2.6979,                0.00736,                0.00736,                0.00736
                     82,                0.23096,                0.99038,                0.99994,                 2.6978,               0.007327,               0.007327,               0.007327
                     83,                0.22888,                0.99061,                0.99994,                 2.6976,               0.007294,               0.007294,               0.007294
                     84,                0.23077,                0.99067,                0.99994,                 2.6974,               0.007261,               0.007261,               0.007261
                     85,                0.22864,                0.99089,                0.99994,                 2.6978,               0.007228,               0.007228,               0.007228
                     86,                0.23366,                0.99067,                0.99994,                 2.6974,               0.007195,               0.007195,               0.007195
                     87,                0.22334,                0.99067,                0.99994,                 2.6973,               0.007162,               0.007162,               0.007162
                     88,                 0.2243,                0.99055,                0.99989,                 2.6973,               0.007129,               0.007129,               0.007129
                     89,                0.22479,                0.99067,                0.99989,                 2.6971,               0.007096,               0.007096,               0.007096
                     90,                0.22676,                0.99101,                0.99989,                 2.6971,               0.007063,               0.007063,               0.007063
                     91,                0.22198,                0.99078,                0.99994,                 2.6969,                0.00703,                0.00703,                0.00703
                     92,                0.22219,                0.99124,                0.99994,                 2.6969,               0.006997,               0.006997,               0.006997
                     93,                0.21774,                0.99101,                0.99994,                 2.6969,               0.006964,               0.006964,               0.006964
                     94,                0.21803,                0.99118,                0.99994,                 2.6968,               0.006931,               0.006931,               0.006931
                     95,                0.22244,                0.99095,                0.99994,                 2.6969,               0.006898,               0.006898,               0.006898
                     96,                0.22535,                0.99078,                0.99994,                 2.6969,               0.006865,               0.006865,               0.006865
                     97,                0.22089,                0.99061,                0.99994,                 2.6967,               0.006832,               0.006832,               0.006832
                     98,                0.21681,                0.99067,                0.99994,                 2.6967,               0.006799,               0.006799,               0.006799
                     99,                0.22049,                0.99055,                0.99994,                 2.6966,               0.006766,               0.006766,               0.006766
                    100,                0.21882,                0.99055,                0.99994,                 2.6967,               0.006733,               0.006733,               0.006733
                    101,                0.21423,                0.99078,                0.99994,                 2.6966,                 0.0067,                 0.0067,                 0.0067
